ID,AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME
4178,41,"Private",84610,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"large"
4182,63,"Private",154526,"Some-college",10,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"small"
4186,66,"Private",102423,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"small"
4190,67,"Self-emp-not-inc",141797,"7th-8th",4,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"small"
4194,21,"Private",370990,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"small"
4198,51,"Federal-gov",45334,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Asian-Pac-Islander","Male",0,0,70,"small"
4202,34,"Private",119422,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1672,50,"small"
4206,25,"Private",73895,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,10,"small"
4210,26,"Private",103700,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"small"
4214,30,"Private",58597,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,44,"small"
4222,35,"Private",169638,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,36,"small"
4226,27,"Self-emp-inc",233724,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,38,"small"
4230,41,"Local-gov",66118,"Some-college",10,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,25,"small"
4234,30,"Private",66194,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"small"
4238,29,"Private",237865,"Masters",14,"Never-married","Transport-moving","Own-child","Black","Male",0,0,40,"small"
4242,34,"Private",456399,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"small"
4246,27,"Federal-gov",469705,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,1980,40,"small"
4250,68,"Private",253866,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"small"
4254,44,"Private",103218,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"small"
4258,46,"Private",185041,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,75,"large"
4262,26,"Private",333541,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,24,"small"
4266,32,"Private",34104,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,55,"large"
4270,22,"Private",275385,"Some-college",10,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"small"
4274,72,"Private",38360,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,16,"small"
4278,22,"Private",180052,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,20,"small"
4282,64,"Federal-gov",199298,"7th-8th",4,"Widowed","Other-service","Unmarried","White","Female",0,0,30,"small"
4286,59,"Private",168569,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"large"
4290,23,"Private",208598,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"small"
4294,33,"Private",206512,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"small"
4298,34,"Local-gov",240252,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
4302,25,"Private",204338,"HS-grad",9,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,30,"small"
4306,44,"Private",111483,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,1504,50,"small"
4314,19,"Private",184710,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"small"
4318,40,"Private",289403,"Bachelors",13,"Separated","Adm-clerical","Unmarried","Black","Male",0,0,35,"small"
4322,32,"Private",80058,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"small"
4326,25,"Private",308144,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"small"
4330,63,"Private",149756,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"large"
4334,28,"Self-emp-inc",115705,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"small"
4342,36,"Private",172538,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"large"
4346,56,"Self-emp-not-inc",115422,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"small"
4350,53,"Private",114758,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,65,"large"
4354,63,"Private",127363,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,12,"small"
4358,22,"Private",141698,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"small"
4362,25,"Private",125159,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"small"
4366,32,"Private",180603,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"large"
4374,35,"Private",111128,"10th",6,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"small"
4378,46,"Private",33794,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,10,"small"
4382,48,"Self-emp-not-inc",133694,"Bachelors",13,"Married-spouse-absent","Exec-managerial","Not-in-family","Black","Male",0,0,40,"large"
4386,64,"Private",159715,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"small"
4390,32,"Self-emp-inc",46807,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",99999,0,40,"large"
4398,54,"Private",282680,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"small"
4402,48,"Local-gov",31264,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",5178,0,40,"large"
4406,45,"Private",102096,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
4418,40,"Self-emp-inc",207578,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"large"
4422,53,"Private",88842,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,40,"large"
4426,29,"Private",209301,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
4430,64,"Private",114994,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,18,"small"
4434,52,"State-gov",149650,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"large"
4442,43,"Self-emp-inc",286750,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,99,"large"
4446,57,"Local-gov",52267,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"large"
4450,56,"Private",184553,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,56,"small"
4454,25,"Private",106889,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"small"
4458,31,"State-gov",93589,"HS-grad",9,"Divorced","Protective-serv","Own-child","Other","Male",0,0,40,"small"
4462,20,"Private",284737,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"small"
4466,49,"Private",185041,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"large"
4470,18,"Private",167147,"12th",8,"Never-married","Sales","Own-child","White","Male",0,0,24,"small"
4474,64,"Private",180401,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"large"
4478,22,"State-gov",48121,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"small"
4482,25,"Private",168403,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1741,40,"small"
3,38,"Private",215646,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"small"
7,49,"Private",160187,"9th",5,"Married-spouse-absent","Other-service","Not-in-family","Black","Female",0,0,16,"small"
11,37,"Private",280464,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,80,"large"
15,40,"Private",121772,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"large"
19,38,"Private",28887,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"small"
23,35,"Federal-gov",76845,"9th",5,"Married-civ-spouse","Farming-fishing","Husband","Black","Male",0,0,40,"small"
27,19,"Private",168294,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"small"
31,23,"Local-gov",190709,"Assoc-acdm",12,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,52,"small"
35,22,"State-gov",311512,"Some-college",10,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,15,"small"
39,31,"Private",84154,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,38,"large"
43,24,"Private",172987,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"small"
47,53,"Private",144361,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,"small"
51,25,"Private",32275,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","Other","Female",0,0,40,"small"
55,47,"Self-emp-inc",109832,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,60,"small"
59,41,"Private",147372,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,48,"small"
63,48,"Private",149640,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"small"
67,28,"Private",183175,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"small"
71,19,"Private",101509,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,32,"small"
75,79,"Private",124744,"Some-college",10,"Married-civ-spouse","Prof-specialty","Other-relative","White","Male",0,0,20,"small"
79,18,"Private",309634,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,22,"small"
83,46,"Private",51618,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"small"
87,49,"Local-gov",268234,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"large"
91,57,"Private",249977,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"small"
95,34,"Local-gov",226296,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"large"
99,48,"Private",171095,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"small"
103,47,"Self-emp-not-inc",149116,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"small"
111,24,"Private",432376,"Bachelors",13,"Never-married","Sales","Other-relative","White","Male",0,0,40,"small"
115,36,"Private",102864,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"small"
119,55,"Private",247552,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,56,"small"
123,30,"Private",77143,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,40,"small"
127,20,"Private",111697,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,1719,28,"small"
131,28,"Private",69621,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Female",0,0,60,"small"
135,46,"Private",146195,"Assoc-acdm",12,"Divorced","Tech-support","Not-in-family","Black","Female",0,0,36,"small"
139,20,"Private",34310,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,20,"small"
143,19,"Private",316868,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,30,"small"
147,22,"Private",175374,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,24,"small"
151,47,"Local-gov",186009,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"small"
159,29,"Private",191535,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"small"
163,44,"Self-emp-inc",78374,"Masters",14,"Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,40,"small"
167,39,"Federal-gov",235485,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,42,"small"
171,27,"Private",124953,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,1980,40,"small"
175,28,"State-gov",149624,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"large"
179,18,"Private",183930,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,12,"small"
183,30,"Private",633742,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,45,"small"
187,41,"Self-emp-not-inc",143129,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"small"
191,38,"Private",155222,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,28,"small"
195,41,"Federal-gov",130760,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,24,"small"
199,35,"Private",138992,"Masters",14,"Married-civ-spouse","Prof-specialty","Other-relative","White","Male",7298,0,40,"large"
203,51,"Private",259323,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"large"
207,36,"Private",128757,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","Black","Male",7298,0,36,"large"
211,44,"Local-gov",160943,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"small"
215,54,"Self-emp-inc",125417,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"large"
219,45,"Private",109434,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"small"
223,90,"Private",51744,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,2206,40,"small"
231,35,"Private",538583,"11th",7,"Separated","Transport-moving","Not-in-family","Black","Male",3674,0,40,"small"
235,28,"Private",76714,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"large"
239,38,"Local-gov",115076,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"large"
243,24,"State-gov",273905,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,50,"small"
247,58,"Private",236596,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"large"
251,41,"Private",112763,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"large"
255,58,"Private",259014,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,20,"small"
259,45,"Private",187666,"Assoc-voc",11,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,45,"small"
263,17,"Private",245918,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,12,"small"
271,61,"Private",69867,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
275,30,"Private",70377,"HS-grad",9,"Divorced","Prof-specialty","Own-child","White","Female",0,0,40,"small"
279,25,"Private",193787,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"small"
283,34,"Private",175413,"Assoc-acdm",12,"Divorced","Sales","Unmarried","Black","Female",0,0,45,"small"
287,41,"Private",220531,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"large"
291,36,"Private",200352,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"small"
295,27,"Private",248402,"Bachelors",13,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"small"
299,24,"Private",278130,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"small"
303,31,"Private",217460,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"large"
307,26,"Private",193945,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"small"
311,26,"Private",59306,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"small"
315,22,"Private",199698,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,15,"small"
319,29,"Private",423158,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"small"
323,35,"Private",186110,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"small"
331,41,"Private",206565,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,45,"small"
335,53,"Private",242606,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"small"
339,19,"Private",104112,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Male",0,0,30,"small"
343,36,"State-gov",119272,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",7298,0,40,"large"
351,33,"Private",117963,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
359,42,"Private",111949,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"small"
363,43,"Private",180609,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"small"
367,56,"Self-emp-not-inc",183081,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"small"
371,26,"Federal-gov",185885,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,15,"small"
375,44,"Private",160323,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"small"
379,46,"Self-emp-not-inc",80914,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,30,"small"
383,25,"Private",344991,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
387,29,"Private",134152,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"small"
391,35,"Private",220098,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"large"
395,34,"Private",196164,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"small"
399,25,"Private",86872,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"large"
403,50,"State-gov",288353,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"large"
407,28,"Private",110145,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"small"
411,41,"Local-gov",42346,"Some-college",10,"Divorced","Other-service","Not-in-family","Black","Female",0,0,24,"small"
415,31,"State-gov",1033222,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"small"
419,34,"Local-gov",243867,"11th",7,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"small"
423,32,"State-gov",92003,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"large"
427,36,"Federal-gov",255191,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1408,40,"small"
435,27,"Private",116358,"Some-college",10,"Never-married","Craft-repair","Own-child","Asian-Pac-Islander","Male",0,1980,40,"small"
439,23,"Private",81281,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"small"
443,24,"Federal-gov",191073,"HS-grad",9,"Never-married","Armed-Forces","Own-child","White","Male",0,0,40,"small"
447,44,"Private",290521,"HS-grad",9,"Widowed","Exec-managerial","Unmarried","Black","Female",0,0,40,"small"
451,19,"Private",206399,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"small"
455,44,"Self-emp-not-inc",234885,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"large"
459,23,"Private",54012,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"small"
463,32,"Private",132601,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"small"
467,52,"Private",35598,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"small"
471,60,"Private",201965,"Some-college",10,"Never-married","Prof-specialty","Unmarried","White","Male",0,0,40,"large"
475,67,"Private",49401,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Female",0,0,24,"small"
479,27,"Private",161155,"10th",6,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"small"
483,28,"State-gov",70100,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"small"
491,40,"Private",347934,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"small"
495,33,"Private",178107,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"small"
499,26,"Private",64293,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"small"
503,52,"Private",48925,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"small"
507,19,"Private",249609,"Some-college",10,"Never-married","Protective-serv","Own-child","White","Male",0,0,8,"small"
511,49,"Private",141944,"Assoc-voc",11,"Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",0,1380,42,"small"
515,28,"Private",189346,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"small"
523,24,"Local-gov",248344,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","Black","Male",0,0,50,"small"
527,42,"Private",221172,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"large"
531,44,"Private",109339,"11th",7,"Divorced","Machine-op-inspct","Unmarried","Other","Female",0,0,46,"small"
535,67,"Private",231559,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,48,"large"
539,31,"Self-emp-inc",41493,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Female",0,0,45,"small"
543,30,"Private",237903,"Some-college",10,"Never-married","Handlers-cleaners","Unmarried","White","Female",0,0,40,"small"
547,58,"Private",51662,"10th",6,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,8,"small"
551,46,"Self-emp-not-inc",245724,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"small"
555,33,"Federal-gov",319560,"Assoc-voc",11,"Divorced","Craft-repair","Unmarried","Black","Female",0,0,40,"large"
559,34,"Private",148291,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,32,"small"
563,47,"Private",264052,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"large"
567,43,"Self-emp-inc",188436,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,45,"small"
571,24,"Private",354351,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"small"
575,27,"Private",158156,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,"small"
579,58,"Local-gov",283635,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"small"
583,59,"Private",199713,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"small"
587,29,"Private",34292,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,60,"small"
595,23,"Private",117789,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"small"
599,25,"Private",200408,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",2174,0,40,"small"
603,60,"Private",51290,"7th-8th",4,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"small"
607,51,"Private",410114,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
611,52,"Private",200853,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",6849,0,60,"small"
615,27,"Private",109881,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,20,"small"
619,52,"Self-emp-inc",51048,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"small"
623,65,"Private",109351,"9th",5,"Widowed","Priv-house-serv","Unmarried","Black","Female",0,0,24,"small"
627,34,"Private",153614,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"large"
631,47,"Self-emp-not-inc",165039,"Some-college",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"small"
635,58,"Self-emp-not-inc",35723,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"small"
639,47,"Self-emp-inc",248145,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"small"
643,21,"Private",160968,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"small"
647,31,"Local-gov",402089,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"small"
651,20,"Private",130959,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"small"
655,27,"Private",288341,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,32,"small"
659,44,"Private",219288,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"small"
663,27,"Private",111900,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"small"
667,27,"State-gov",249362,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",3411,0,40,"small"
671,48,"Federal-gov",110457,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"small"
675,50,"Self-emp-inc",219420,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"large"
679,31,"Private",125457,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"small"
683,34,"Self-emp-not-inc",190290,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"large"
691,54,"Local-gov",113000,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"small"
695,23,"State-gov",335453,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,"small"
699,30,"Private",189620,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"small"
703,21,"Private",163870,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"small"
707,40,"Private",229148,"12th",8,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"small"
711,28,"Private",296450,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"small"
715,36,"Local-gov",382635,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"small"
719,22,"Private",214399,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"small"
723,29,"Private",271328,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",4650,0,40,"small"
727,44,"Private",111502,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"small"
731,23,"Private",352139,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,24,"small"
739,56,"Private",156052,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Female",594,0,20,"small"
743,42,"Private",151408,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",14084,0,50,"large"
747,55,"Private",197422,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7688,0,40,"large"
